survey_id,encounter_id,response_date,overall_satisfaction,communication_with_nurses,communication_with_doctors,cleanliness_score,would_recommend
SRV-235425,ENC-10155,2024-07-12,8.1,7.0,8.3,7.0,Yes
SRV-931317,ENC-11543,2024-07-18,9.4,9.3,8.9,6.5,No
SRV-861484,ENC-13870,2024-12-10,6.3,6.8,5.5,8.6,Yes
SRV-792880,ENC-10683,2024-01-03,10.0,9.8,10.0,9.3,Yes
SRV-196283,ENC-10112,2024-03-06,6.9,5.9,8.0,8.3,Yes
SRV-664823,ENC-10215,2024-08-31,10.0,9.7,8.3,10.0,Yes
SRV-956827,ENC-10298,2024-07-27,7.8,8.8,8.6,9.7,Yes
SRV-467482,ENC-11409,2024-04-13,5.8,5.0,7.0,7.5,Yes
SRV-445377,ENC-13721,2024-10-20,6.5,6.0,6.6,4.7,Yes
SRV-136291,ENC-10087,2024-03-10,4.0,3.3,4.4,2.5,No
SRV-606838,ENC-13603,2024-07-12,6.3,4.9,5.5,4.8,No
SRV-921376,ENC-10907,2024-12-01,3.5,3.6,4.6,2.6,No
SRV-250439,ENC-11067,2024-01-12,9.3,8.6,9.9,10.0,No
SRV-811413,ENC-14827,2024-01-30,6.8,5.2,8.3,6.7,No
SRV-546707,ENC-10297,2024-12-12,9.3,7.9,8.8,7.4,No
SRV-475452,ENC-13543,2024-10-11,6.0,7.3,7.0,7.5,No
SRV-929342,ENC-14954,2024-05-29,7.6,7.0,8.0,9.4,No
SRV-447599,ENC-11181,2024-01-13,8.0,9.2,9.2,5.5,Yes
SRV-980434,ENC-13355,2024-05-15,7.7,8.6,10.0,7.7,No
SRV-343630,ENC-14172,2024-03-30,6.4,6.5,7.0,6.9,Yes
SRV-683669,ENC-10467,2024-12-23,10.0,9.5,10.0,10.0,Yes
SRV-791919,ENC-13077,2024-10-29,7.2,7.7,7.7,6.9,No
SRV-727913,ENC-14212,2024-09-28,6.9,8.9,6.6,10.0,Yes
SRV-125141,ENC-10807,2024-01-23,9.8,9.5,10.0,8.7,Yes
SRV-553337,ENC-14799,2024-10-22,6.2,4.2,6.3,6.1,Yes
SRV-668749,ENC-10771,2024-12-04,7.1,7.1,8.2,8.3,No
SRV-411340,ENC-12414,2024-06-24,7.8,8.6,7.7,10.0,No
SRV-811572,ENC-12924,2024-09-25,8.6,8.5,10.0,7.3,Yes
SRV-942141,ENC-91602,2024-05-13,7.3,6.1,9.1,8.4,No
SRV-942050,ENC-10052,2024-12-06,10.0,9.4,10.0,10.0,Yes
SRV-659590,ENC-14733,2024-04-04,9.6,10.0,10.0,8.9,No
SRV-395581,ENC-14997,2024-11-11,6.7,4.8,7.2,8.7,No
SRV-185085,ENC-14805,2024-11-09,9.8,10.0,10.0,7.1,No
SRV-901715,ENC-11230,2024-01-31,3.7,5.0,5.0,7.5,Yes
SRV-325626,ENC-13329,2024-12-04,4.7,3.2,5.6,4.6,No
SRV-318868,ENC-11978,2024-06-20,6.0,6.8,6.2,8.7,Yes
SRV-690279,ENC-10170,2024-08-05,5.1,6.0,3.6,5.4,Yes
SRV-311382,ENC-12413,2024-01-21,10.0,10.0,10.0,7.9,Yes
SRV-950153,ENC-10749,2024-09-15,6.7,6.8,6.3,7.6,Yes
SRV-956770,ENC-14498,2024-11-16,8.0,8.5,9.9,7.3,Yes
SRV-885652,ENC-12196,2024-01-02,7.7,7.5,8.3,7.9,Yes
SRV-661681,ENC-13454,2024-01-19,6.2,8.0,5.8,4.4,Yes
SRV-235990,ENC-14566,2024-07-28,9.1,9.5,8.3,9.7,No
SRV-623044,ENC-12610,2024-07-16,7.4,6.8,8.9,8.6,No
SRV-976784,ENC-12831,2024-03-18,9.8,10.0,10.0,8.3,Yes
SRV-305669,ENC-10784,2024-02-15,5.9,6.1,6.6,7.4,No
SRV-301224,ENC-13447,2024-05-26,7.4,7.8,7.2,10.0,Yes
SRV-268577,ENC-14766,2024-12-16,8.9,10.0,9.1,10.0,No
SRV-232862,ENC-13046,2024-11-24,8.1,6.8,6.6,8.9,No
SRV-510716,ENC-13237,2024-01-03,6.3,5.5,6.3,4.7,Yes
SRV-430192,ENC-12009,2024-11-02,7.3,8.4,8.4,5.6,No
SRV-137443,ENC-14465,2024-07-03,10.0,10.0,9.6,8.6,Yes
SRV-850663,ENC-14778,2024-02-02,6.0,7.1,6.5,6.6,Yes
SRV-228099,ENC-12888,2024-02-08,9.5,9.8,9.6,6.8,Yes
SRV-799429,ENC-14488,2024-03-01,7.9,7.6,8.4,8.2,Yes
SRV-726205,ENC-10404,2024-11-13,8.5,7.7,10.0,9.1,Yes
SRV-627877,ENC-11792,2024-03-06,8.1,6.7,8.4,4.8,Yes
SRV-580681,ENC-12928,2024-11-13,3.2,3.9,3.7,3.6,No
SRV-605175,ENC-10844,2024-05-13,7.0,7.4,6.5,9.0,Yes
SRV-298575,ENC-12047,2024-05-26,7.3,8.1,7.9,3.2,No
SRV-792317,ENC-10031,2024-05-26,4.2,5.0,4.6,3.9,Yes
SRV-924897,ENC-14632,2024-02-29,9.1,8.9,9.5,8.4,Yes
SRV-603101,ENC-12935,2024-01-09,10.0,10.0,9.9,9.5,Yes
SRV-989509,ENC-14819,2024-02-22,7.5,7.5,8.3,5.9,No
SRV-505473,ENC-10321,2024-05-10,8.9,8.4,9.1,7.5,Yes
SRV-981324,ENC-10736,2024-05-20,9.6,8.9,10.0,9.8,Yes
SRV-551434,ENC-10247,2024-01-13,8.0,7.8,7.5,8.3,Yes
SRV-488485,ENC-12760,2024-08-14,5.4,5.6,6.6,7.7,No
SRV-236568,ENC-11940,2024-08-14,6.4,6.7,7.9,6.3,Yes
SRV-974853,ENC-13585,2024-09-18,2.5,2.0,2.9,1.6,No
SRV-596609,ENC-13314,2024-10-19,6.4,6.6,7.0,5.9,No
SRV-184646,ENC-10499,2024-06-07,7.4,6.9,8.4,10.0,Yes
SRV-531495,ENC-14029,2024-05-12,9.0,7.3,8.9,8.2,Yes
SRV-126164,ENC-11173,2024-04-27,2.7,3.3,3.5,2.8,Yes
SRV-802862,ENC-11309,2024-07-07,2.5,1.3,4.0,1.9,No
SRV-438397,ENC-12961,2024-01-13,8.1,7.1,8.5,10.0,No
SRV-527529,ENC-12607,2024-04-23,9.7,10.0,10.0,10.0,Yes
SRV-505608,ENC-11892,2024-01-26,9.7,9.1,9.6,10.0,Yes
SRV-983669,ENC-10654,2024-02-04,8.5,7.1,9.3,7.1,Yes
SRV-737521,ENC-13572,2024-08-28,6.1,5.3,7.6,7.0,Yes
SRV-274049,ENC-13872,2024-04-15,8.1,7.4,8.0,8.1,No
SRV-324545,ENC-10211,2024-08-20,6.7,5.9,7.6,7.4,No
SRV-606302,ENC-11361,2024-03-15,1.6,1.6,2.9,1.0,No
SRV-811856,ENC-14778,2024-04-04,6.8,4.7,6.8,5.2,Yes
SRV-896530,ENC-11169,2024-03-13,8.0,7.5,8.0,10.0,Yes
SRV-793139,ENC-13044,2024-08-12,9.5,10.0,10.0,9.0,Yes
SRV-214933,ENC-10580,2024-03-31,5.3,6.2,4.7,3.9,No
SRV-227520,ENC-11990,2024-02-14,8.5,7.8,10.0,9.0,Yes
SRV-381187,ENC-14615,2024-12-06,7.1,8.8,7.4,7.4,Yes
SRV-373247,ENC-11021,2024-03-20,1.0,1.3,1.0,5.2,No
SRV-825819,ENC-10029,2024-07-17,8.9,8.4,10.0,10.0,Yes
SRV-197779,ENC-12503,2024-02-27,7.4,8.5,8.7,5.3,Yes
SRV-310303,ENC-12408,2024-09-19,10.0,9.9,10.0,10.0,Yes
SRV-401064,ENC-13440,2024-06-15,9.7,9.8,10.0,8.6,Yes
SRV-258221,ENC-13545,2024-07-17,2.7,2.4,3.0,3.6,No
SRV-350443,ENC-11710,2024-04-18,9.0,7.7,10.0,6.3,Yes
SRV-157388,ENC-13468,2024-02-01,6.0,7.3,4.0,7.1,No
SRV-369271,ENC-10765,2024-05-31,9.6,9.5,10.0,9.1,Yes
SRV-497362,ENC-11346,2024-08-31,7.2,7.4,8.4,5.7,No
SRV-454093,ENC-12255,2024-07-07,7.9,9.3,8.3,7.3,No
SRV-514863,ENC-12702,2024-10-30,8.8,8.5,7.0,9.1,Yes
SRV-680414,ENC-12337,2024-09-27,5.7,4.9,8.7,6.0,No
SRV-804773,ENC-12533,2024-06-30,4.2,4.8,1.9,5.4,Yes
SRV-199383,ENC-11182,2024-12-19,6.5,7.0,7.4,9.2,No
SRV-128231,ENC-12557,2024-09-15,9.1,10.0,6.4,7.4,Yes
SRV-861837,ENC-11516,2024-10-11,7.2,8.1,6.8,7.8,Yes
SRV-103088,ENC-12980,2024-05-13,6.6,7.3,7.4,6.6,Yes
SRV-240247,ENC-12040,2024-09-02,9.0,7.6,10.0,9.1,No
SRV-937793,ENC-94912,2024-09-07,8.1,7.6,7.5,10.0,Yes
SRV-309919,ENC-13169,2024-11-04,8.9,10.0,10.0,9.6,No
SRV-783328,ENC-12587,2024-01-01,8.0,9.2,7.1,9.0,No
SRV-667349,ENC-94553,2024-07-01,7.6,8.8,8.8,9.8,Yes
SRV-536239,ENC-13363,2024-01-31,8.6,8.4,8.8,10.0,Yes
SRV-662740,ENC-14490,2024-08-01,2.3,2.1,2.9,2.9,No
SRV-252573,ENC-14481,2024-05-21,9.4,10.0,10.0,9.6,Yes
SRV-388306,ENC-11872,2024-02-20,6.7,7.8,7.4,9.5,Yes
SRV-846328,ENC-12378,2024-12-03,6.9,7.2,8.0,7.5,Yes
SRV-166122,ENC-10709,2024-07-04,6.9,5.3,9.2,9.6,Yes
SRV-478024,ENC-13642,2024-03-04,8.1,8.4,8.7,6.1,Yes
SRV-523491,ENC-13937,2024-05-23,10.0,9.4,8.9,9.8,Yes
SRV-717034,ENC-12561,2024-10-17,9.7,10.0,8.4,7.2,Yes
SRV-597278,ENC-11240,2024-09-12,8.9,9.7,9.4,8.6,No
SRV-334261,ENC-11330,2024-01-19,7.8,7.9,10.0,8.7,Yes
SRV-723185,ENC-11084,2024-06-08,10.0,10.0,10.0,10.0,Yes
SRV-299104,ENC-12777,2024-09-17,6.6,6.4,7.0,6.4,No
SRV-363418,ENC-11717,2024-09-17,6.7,8.0,7.9,8.5,No
SRV-341603,ENC-12473,2024-12-03,8.1,8.8,8.7,4.5,No
SRV-852002,ENC-12356,2024-07-12,3.6,1.9,3.5,3.1,No
SRV-767503,ENC-90999,2024-06-07,7.7,9.1,9.0,9.1,Yes
SRV-617210,ENC-95589,2024-09-13,6.2,5.1,6.6,4.7,Yes
SRV-975147,ENC-12904,2024-06-29,3.8,2.5,4.5,6.4,No
SRV-462761,ENC-13243,2024-07-14,6.0,6.3,6.1,3.3,Yes
SRV-681407,ENC-14069,2024-09-16,8.1,7.6,6.8,6.8,Yes
SRV-925592,ENC-13065,2024-10-19,9.6,9.2,9.7,10.0,Yes
SRV-211833,ENC-14944,2024-03-26,8.0,8.2,9.0,6.9,No
SRV-708216,ENC-13214,2024-06-06,3.1,4.6,4.6,3.6,No
SRV-717025,ENC-94184,2024-10-10,7.5,7.4,7.4,8.6,Yes
SRV-318786,ENC-12663,2024-10-24,1.4,1.3,1.0,2.5,No
SRV-925196,ENC-14150,2024-08-14,10.0,10.0,10.0,10.0,Yes
SRV-883352,ENC-12499,2024-08-20,6.3,6.5,6.4,4.6,No
SRV-756824,ENC-10528,2024-09-21,8.0,8.4,9.1,6.4,Yes
SRV-370266,ENC-11763,2024-08-06,3.8,3.1,4.1,3.0,Yes
SRV-946878,ENC-14568,2024-04-04,8.7,9.7,9.2,7.4,Yes
SRV-759572,ENC-14204,2024-10-08,7.2,6.0,8.2,7.6,Yes
SRV-466224,ENC-13004,2024-12-29,6.9,7.4,7.2,5.5,Yes
SRV-378167,ENC-12733,2024-05-08,9.2,8.0,9.8,7.3,Yes
SRV-491800,ENC-13781,2024-02-08,6.5,7.7,8.2,5.9,Yes
SRV-245327,ENC-13482,2024-02-21,4.3,4.0,6.1,4.2,No
SRV-602079,ENC-14438,2024-07-27,8.3,6.8,9.7,8.7,No
SRV-698286,ENC-13444,2024-04-07,7.0,7.9,6.2,7.8,Yes
SRV-486087,ENC-10121,2024-01-14,9.5,9.4,10.0,7.1,Yes
SRV-685230,ENC-94458,2024-12-23,7.0,6.4,7.3,4.3,Yes
SRV-695501,ENC-12995,2024-05-15,9.4,10.0,8.5,10.0,Yes
SRV-816839,ENC-11765,2024-05-05,10.0,10.0,10.0,10.0,Yes
SRV-881943,ENC-13225,2024-02-14,6.3,6.6,8.5,5.7,No
SRV-279792,ENC-10708,2024-09-03,1.6,1.3,2.9,4.7,No
SRV-449865,ENC-11004,2024-07-16,6.9,5.6,9.6,5.7,No
SRV-896464,ENC-13022,2024-02-22,9.0,9.0,10.0,10.0,Yes
SRV-689727,ENC-14429,2024-04-12,7.7,7.8,10.0,5.3,No
SRV-720497,ENC-10872,2024-01-25,6.6,8.6,8.2,10.0,No
SRV-748652,ENC-12483,2024-11-02,10.0,10.0,9.4,6.8,Yes
SRV-143333,ENC-14833,2024-01-06,5.5,5.3,5.6,7.1,Yes
SRV-176817,ENC-14523,2024-04-12,5.4,7.1,5.2,4.3,Yes
SRV-220784,ENC-96440,2024-08-08,5.4,4.8,5.6,5.1,Yes
SRV-598041,ENC-13748,2024-08-01,6.7,5.2,6.5,8.2,Yes
SRV-315511,ENC-10031,2024-07-25,3.7,4.1,5.0,6.9,Yes
SRV-824319,ENC-12930,2024-01-08,7.6,6.8,9.6,7.4,No
SRV-673575,ENC-11747,2024-04-05,6.8,6.1,8.7,9.4,Yes
SRV-842533,ENC-14860,2024-07-13,4.9,5.3,6.2,2.7,Yes
SRV-987802,ENC-11683,2024-10-11,5.6,5.8,6.1,7.2,Yes
SRV-281068,ENC-10570,2024-12-20,2.7,3.3,2.9,2.2,No
SRV-610875,ENC-10764,2024-05-30,8.3,8.9,7.8,8.3,Yes
SRV-654479,ENC-10707,2024-07-14,2.6,3.8,2.1,2.6,No
SRV-243591,ENC-13246,2024-11-27,7.9,8.9,8.7,8.5,Yes
SRV-897492,ENC-10870,2024-03-05,5.9,7.5,7.2,6.6,Yes
SRV-118104,ENC-13741,2024-07-20,9.6,10.0,9.9,10.0,Yes
SRV-525821,ENC-10258,2024-08-03,8.1,8.7,7.7,5.0,Yes
SRV-375721,ENC-14109,2024-10-07,5.6,4.7,5.9,4.9,Yes
SRV-894806,ENC-12018,2024-11-05,8.4,7.6,9.4,8.9,Yes
SRV-121879,ENC-10557,2024-08-11,10.0,8.7,10.0,7.3,Yes
SRV-497899,ENC-14930,2024-09-02,7.3,7.2,6.7,6.7,No
SRV-362000,ENC-12946,2024-08-23,7.8,5.7,7.5,6.8,Yes
SRV-924742,ENC-10820,2024-03-26,9.2,10.0,9.4,9.9,Yes
SRV-600413,ENC-14621,2024-07-30,7.6,7.9,9.1,8.5,Yes
SRV-791875,ENC-14412,2024-03-28,4.9,5.7,5.9,3.0,No
SRV-160336,ENC-13778,2024-08-29,2.8,2.7,2.6,2.5,No
SRV-567407,ENC-14230,2024-08-02,7.5,8.0,8.2,10.0,No
SRV-941270,ENC-11655,2024-01-05,5.8,5.5,6.2,9.0,No
SRV-928046,ENC-12095,2024-12-17,9.2,9.4,10.0,10.0,Yes
SRV-741891,ENC-14024,2024-03-30,9.4,8.1,10.0,10.0,No
SRV-685646,ENC-10022,2024-10-24,8.3,9.0,9.2,6.7,Yes
SRV-592770,ENC-13495,2024-02-21,9.0,9.4,9.8,6.8,Yes
SRV-969979,ENC-10711,2024-04-07,2.8,3.3,2.7,3.5,No
SRV-123443,ENC-12418,2024-12-25,6.2,5.7,6.2,7.5,Yes
SRV-181918,ENC-13958,2024-05-11,7.5,6.5,8.6,8.1,Yes
SRV-917213,ENC-12887,2024-10-21,8.8,8.8,7.6,10.0,Yes
SRV-839813,ENC-92512,2024-10-21,6.0,4.5,5.5,7.9,No
SRV-197459,ENC-12951,2024-01-03,6.6,6.7,6.5,7.6,Yes
SRV-460557,ENC-13130,2024-03-18,7.4,9.5,7.0,7.8,Yes
SRV-816597,ENC-13467,2024-01-25,8.9,8.4,9.8,7.5,Yes
SRV-303705,ENC-12316,2024-10-18,6.0,6.7,8.0,5.9,No
SRV-298205,ENC-14291,2024-02-24,9.2,8.2,9.4,8.8,No
SRV-584671,ENC-10381,2024-02-20,9.2,10.0,8.7,7.1,Yes
SRV-123997,ENC-13042,2024-01-14,7.2,7.9,7.4,3.6,Yes
SRV-937664,ENC-13345,2024-06-24,10.0,10.0,10.0,9.0,Yes
SRV-446308,ENC-10158,2024-02-27,4.4,4.9,5.0,7.0,No
SRV-796570,ENC-12809,2024-09-17,7.9,7.9,8.3,10.0,Yes
SRV-968947,ENC-11214,2024-04-03,8.4,7.6,6.5,7.0,Yes
SRV-493282,ENC-14663,2024-07-11,8.3,10.0,8.1,8.8,Yes
SRV-471362,ENC-10969,2024-01-08,10.0,10.0,10.0,10.0,Yes
SRV-352338,ENC-10874,2024-10-03,7.8,8.0,7.0,10.0,No
SRV-884893,ENC-11808,2024-05-13,9.0,10.0,9.3,8.1,Yes
SRV-835876,ENC-13758,2024-12-30,8.2,8.7,7.1,8.2,Yes
SRV-478231,ENC-14372,2024-08-16,6.8,4.0,9.3,5.3,Yes
SRV-205353,ENC-12212,2024-06-12,9.8,10.0,10.0,9.6,Yes
SRV-638132,ENC-11564,2024-08-30,8.9,8.7,10.0,9.9,Yes
SRV-117098,ENC-13176,2024-08-17,6.8,6.5,6.0,10.0,Yes
SRV-720750,ENC-11607,2024-04-02,4.6,5.9,5.8,5.2,Yes
SRV-672285,ENC-10172,2024-03-07,4.4,3.6,4.8,7.1,No
SRV-366984,ENC-14649,2024-06-29,7.2,6.8,7.1,10.0,No
SRV-975338,ENC-10254,2024-09-10,10.0,10.0,10.0,10.0,Yes
SRV-971114,ENC-13076,2024-05-20,5.7,6.2,6.6,2.5,No
SRV-620160,ENC-90264,2024-07-23,9.4,9.6,10.0,10.0,No
SRV-174050,ENC-11056,2024-01-18,9.5,9.9,10.0,10.0,Yes
SRV-493370,ENC-11021,2024-07-10,6.0,7.7,5.7,6.6,Yes
SRV-112802,ENC-10431,2024-09-09,6.8,7.3,6.0,3.0,No
SRV-962166,ENC-14919,2024-11-25,10.0,10.0,10.0,10.0,Yes
SRV-256617,ENC-13242,2024-05-10,8.3,8.9,8.3,9.5,No
SRV-484447,ENC-14627,2024-05-25,6.8,7.3,8.1,5.6,No
SRV-774229,ENC-13229,2024-08-08,10.0,10.0,10.0,10.0,Yes
SRV-326691,ENC-14760,2024-07-18,8.8,10.0,7.5,6.8,Yes
SRV-473009,ENC-10492,2024-06-03,6.3,6.2,8.5,6.4,Yes
SRV-630125,ENC-11129,2024-03-15,5.7,8.4,5.9,5.1,No
SRV-259693,ENC-14717,2024-08-14,6.4,8.1,6.3,9.5,Yes
SRV-321241,ENC-11671,2024-03-08,9.4,10.0,8.6,10.0,Yes
SRV-896803,ENC-11410,2024-04-17,3.9,5.5,5.8,6.6,No
SRV-206391,ENC-11636,2024-09-29,10.0,9.4,7.3,10.0,Yes
SRV-591617,ENC-13012,2024-08-27,5.8,5.5,6.8,3.4,Yes
SRV-388647,ENC-14432,2024-12-02,9.0,8.9,9.3,9.1,Yes
SRV-689493,ENC-10224,2024-02-19,8.5,7.7,9.8,7.7,Yes
SRV-399754,ENC-13273,2024-03-16,10.0,9.9,8.8,10.0,Yes
SRV-748102,ENC-11328,2024-12-30,9.7,9.7,10.0,10.0,No
SRV-948336,ENC-12075,2024-09-08,9.0,9.1,10.0,8.9,Yes
SRV-858157,ENC-14192,2024-08-30,9.1,10.0,10.0,7.5,Yes
SRV-947920,ENC-13317,2024-07-15,8.5,8.9,10.0,9.0,Yes
SRV-425861,ENC-13128,2024-03-31,8.4,10.0,9.1,10.0,No
SRV-984874,ENC-11861,2024-07-10,9.0,8.8,9.4,10.0,Yes
SRV-931060,ENC-14562,2024-01-28,7.0,5.6,6.8,4.4,Yes
SRV-838372,ENC-12780,2024-01-17,4.0,3.7,6.0,4.3,No
SRV-495253,ENC-12209,2024-11-28,9.4,9.2,10.0,3.6,Yes
SRV-694969,ENC-14394,2024-09-30,5.0,5.2,5.4,4.7,Yes
SRV-338833,ENC-11130,2024-06-11,3.5,3.5,4.2,5.3,Yes
SRV-632680,ENC-12202,2024-03-24,2.5,2.3,4.8,2.8,No
SRV-664110,ENC-10095,2024-03-05,7.9,7.9,7.8,6.6,Yes
SRV-726630,ENC-14018,2024-06-15,10.0,9.6,9.8,7.1,Yes
SRV-671648,ENC-96887,2024-02-24,9.3,9.5,9.9,8.6,No
SRV-608056,ENC-14015,2024-06-26,3.8,3.8,3.8,6.2,No
SRV-889108,ENC-13024,2024-04-27,7.5,6.9,7.7,10.0,Yes
SRV-880318,ENC-14612,2024-07-11,8.6,6.9,8.1,8.2,No
SRV-356257,ENC-13638,2024-02-20,9.6,10.0,10.0,9.3,Yes
SRV-532518,ENC-14292,2024-02-14,10.0,10.0,10.0,8.5,Yes
SRV-873205,ENC-14206,2024-09-09,9.5,10.0,9.3,7.3,No
SRV-798807,ENC-13976,2024-02-13,5.3,6.7,4.9,4.4,Yes
SRV-615853,ENC-13017,2024-05-18,8.9,6.1,7.6,8.0,Yes
SRV-411569,ENC-14068,2024-07-10,5.7,3.9,5.1,7.5,No
SRV-556218,ENC-13298,2024-11-11,8.6,9.5,8.8,10.0,No
SRV-695413,ENC-11499,2024-08-17,8.2,8.9,7.6,8.1,Yes
SRV-248721,ENC-10327,2024-02-02,6.8,8.4,8.1,10.0,No
SRV-175943,ENC-10549,2024-03-19,8.0,8.6,10.0,7.8,Yes
SRV-348830,ENC-10354,2024-10-21,10.0,10.0,10.0,7.2,Yes
SRV-115206,ENC-11868,2024-10-27,8.8,8.5,9.3,7.7,Yes
SRV-918515,ENC-13572,2024-07-24,6.6,6.0,7.7,3.6,Yes
SRV-201432,ENC-14591,2024-07-13,5.5,5.4,4.8,4.9,No
SRV-627407,ENC-10723,2024-11-05,4.8,5.5,5.4,4.0,No
SRV-918890,ENC-11126,2024-06-26,8.8,10.0,8.1,6.8,Yes
SRV-266231,ENC-14728,2024-04-24,9.1,8.7,9.8,9.1,Yes
SRV-441944,ENC-12531,2024-01-12,7.7,5.4,8.0,9.8,No
SRV-100239,ENC-10330,2024-10-01,9.0,10.0,9.0,7.0,No
SRV-605231,ENC-12725,2024-10-20,10.0,8.5,10.0,8.0,Yes
SRV-708618,ENC-14430,2024-05-23,6.6,6.0,5.6,5.8,No
SRV-229529,ENC-13856,2024-05-26,9.9,7.8,10.0,8.9,Yes
SRV-368865,ENC-12771,2024-09-11,5.3,5.5,5.9,3.3,No
SRV-927917,ENC-13009,2024-12-06,10.0,9.3,9.6,10.0,Yes
SRV-138534,ENC-12446,2024-04-21,6.2,7.0,5.6,6.2,Yes
SRV-703541,ENC-12193,2024-01-05,6.5,5.5,7.3,8.5,Yes
SRV-846760,ENC-10082,2024-08-29,7.7,7.3,7.8,8.9,Yes
SRV-975512,ENC-12288,2024-04-19,10.0,9.5,10.0,8.0,Yes
SRV-426192,ENC-12953,2024-11-18,9.0,9.0,7.8,7.2,Yes
SRV-947626,ENC-11547,2024-04-23,6.7,7.7,7.2,5.7,No
SRV-610739,ENC-13912,2024-12-10,10.0,10.0,8.7,6.9,Yes
SRV-265540,ENC-12488,2024-07-28,9.6,7.8,10.0,7.4,Yes
SRV-540680,ENC-12583,2024-05-15,5.4,6.3,6.7,10.0,No
SRV-306480,ENC-14011,2024-03-13,2.7,3.9,4.6,3.6,No
SRV-199387,ENC-13837,2024-05-29,7.1,7.4,8.4,5.1,Yes
SRV-984163,ENC-11938,2024-11-17,8.3,8.1,8.1,8.2,Yes
SRV-241768,ENC-14147,2024-02-23,5.3,6.4,5.4,3.5,No
SRV-229387,ENC-11961,2024-02-10,9.9,10.0,10.0,10.0,Yes
SRV-824629,ENC-14091,2024-07-12,8.8,10.0,10.0,8.3,No
SRV-774280,ENC-10974,2024-01-01,7.0,6.2,8.5,5.1,Yes
SRV-679059,ENC-12669,2024-07-03,10.0,10.0,10.0,10.0,Yes
SRV-551989,ENC-12743,2024-07-03,7.9,7.9,7.6,8.9,No
SRV-212979,ENC-13347,2024-09-14,8.7,8.5,7.2,9.9,Yes
SRV-823226,ENC-14428,2024-06-18,7.2,6.7,7.9,6.5,Yes
SRV-550282,ENC-13496,2024-01-26,10.0,9.7,10.0,7.8,Yes
SRV-867630,ENC-11881,2024-12-29,6.5,5.8,6.9,7.0,Yes
SRV-593655,ENC-12186,2024-12-12,6.9,7.1,8.7,6.7,Yes
SRV-768613,ENC-11505,2024-09-11,8.8,8.9,9.7,10.0,Yes
SRV-845003,ENC-14551,2024-12-01,7.5,7.7,8.3,7.1,No
SRV-491292,ENC-14871,2024-03-27,9.3,8.6,9.5,10.0,No
SRV-105787,ENC-11770,2024-09-21,5.2,5.7,5.4,5.3,No
SRV-636246,ENC-12593,2024-03-13,7.9,9.0,7.7,8.8,No
SRV-792154,ENC-14873,2024-06-06,8.9,9.0,10.0,10.0,Yes
SRV-545641,ENC-13359,2024-08-26,6.5,6.1,6.8,5.5,No
SRV-911486,ENC-13253,2024-12-29,6.2,6.5,7.0,5.0,No
SRV-313806,ENC-10008,2024-06-02,4.6,5.5,4.7,5.9,No
SRV-891487,ENC-14727,2024-08-08,7.1,7.2,6.8,7.0,Yes
SRV-468879,ENC-13372,2024-08-08,6.7,7.5,7.3,6.4,No
SRV-870730,ENC-12670,2024-12-10,8.1,9.0,7.6,8.9,No
SRV-701841,ENC-12988,2024-07-09,10.0,9.9,10.0,10.0,Yes
SRV-499509,ENC-12239,2024-02-12,4.4,4.7,3.6,6.6,No
SRV-938785,ENC-13868,2024-05-31,7.8,8.4,8.0,8.9,Yes
SRV-127418,ENC-14443,2024-11-09,6.3,5.8,7.3,4.2,Yes
SRV-490115,ENC-14147,2024-05-06,6.5,7.1,7.4,5.6,No
SRV-792034,ENC-10713,2024-08-27,10.0,9.2,10.0,8.8,Yes
SRV-505079,ENC-12939,2024-03-03,6.2,6.9,7.8,5.4,Yes
SRV-703793,ENC-10976,2024-10-23,7.4,7.5,8.3,4.4,Yes
SRV-762618,ENC-14359,2024-09-03,10.0,10.0,10.0,10.0,Yes
SRV-811294,ENC-13009,2024-08-20,7.7,9.7,9.5,9.8,No
SRV-316426,ENC-11768,2024-07-29,8.6,7.5,10.0,8.1,Yes
SRV-238322,ENC-12217,2024-03-12,8.4,9.1,7.5,8.4,Yes
SRV-259538,ENC-11160,2024-11-08,7.5,9.5,7.6,8.3,No
SRV-935102,ENC-11876,2024-07-27,9.5,8.0,9.6,9.5,No
SRV-307603,ENC-14611,2024-10-04,6.2,6.3,7.7,5.8,No
SRV-490829,ENC-11405,2024-05-30,7.2,6.9,8.4,6.3,Yes
SRV-182000,ENC-13796,2024-06-08,7.8,7.6,8.2,10.0,No
SRV-683650,ENC-14840,2024-06-19,7.3,8.9,7.3,5.7,Yes
SRV-511421,ENC-10576,2024-01-30,10.0,10.0,9.9,10.0,Yes
SRV-711075,ENC-94083,2024-05-09,7.7,9.0,8.6,6.2,Yes
SRV-914269,ENC-13993,2024-01-26,8.4,8.8,8.3,9.4,Yes
SRV-824857,ENC-14891,2024-04-30,9.0,8.7,9.8,10.0,Yes
SRV-177846,ENC-13148,2024-10-29,1.4,1.7,2.2,3.6,No
SRV-519255,ENC-14651,2024-02-06,8.4,8.4,9.3,10.0,Yes
SRV-349529,ENC-11220,2024-12-29,4.9,5.3,4.9,5.7,Yes
SRV-625522,ENC-11854,2024-03-31,9.5,8.6,10.0,7.5,No
SRV-121479,ENC-98092,2024-10-24,5.3,5.7,6.5,3.7,Yes
SRV-831421,ENC-13788,2024-01-03,9.1,8.8,9.5,8.3,Yes
